system:index,AOI,BUILDING,BrowningFraction,BrowningSqKm,CLASSDSCRP,CNTASSDVAL,CNVYNAME,CVTTXCD,CVTTXDSCRP,CorpSspct,GLOBALID,GreeningFraction,GreeningSqKm,IMPRASSESS,IMPR_APPR,LANDAPPR,LANDASSESS,LIVUNITS,LNDVALUE,LOWPARCELI,LandUse,NAME,NAME_1,NonHispani,OBJECTID,OWNERNME1,OWNERNME2,PARCELID,PSTLADDRES,PSTLADDR_1,PSTLCITY,PSTLSTATE,PSTLZIP5,Proporti_1,Proporti_2,Proportion,REFERENCE,SITEADDRES,SITECITY,SITESTATE,SITEZIP,STATEDAREA,Shape__Are,Shape__Len,TOT_APPR,UNIT,USEDSCRP,ZONECLASS,browning,greening,layer,path,.geo
000000000000000005b6,,,0.009268197,5.120963935057323E-6,,,,,,LLC,e4e026d8-f0bf-4d85-becb-af49187d2c55,0.9902420578967291,5.471392187928448E-4,29280,73200,63700,25480,1,63700,14 01410003059,Residential - Single Family,Mozley Park,Mozley Park,77.4,70031,CERRO STREET LLC,,14 014100030594,2847 MAIN ST STE 300,,EAST POINT,GA,30344,0.157945038,0.119131117,0.202998847,R1618,70 CERRO ST SW,ATLANTA,GA,30314,,5995.284424,326.3694397,136900,,Fulton,R-4,5.120963935057323,547.1392187928449,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.42972968414348,33.752933536951105],[-84.42938633876301,33.75292461166588],[-84.42936847032533,33.75307177132506],[-84.42938185162222,33.75307177932127],[-84.42956021520445,33.75308066550308],[-84.42972968414348,33.753094080013845],[-84.42972968414348,33.752933536951105]]]}"
00000000000000000615,,,0.3704474974438876,3.0892798600500704E-4,,,,,,LLC,f01d9cb1-1a9f-443d-9704-5aecb9a0bf54,0.6291012061502291,5.24627565175411E-4,26880,67200,69700,27880,1,69700,14 01410005042,Residential - Single Family,Mozley Park,Mozley Park,77.4,70251,PACIFIC POINT DEVELOPMENT LLC & RAKS REALTY LLC,,14 014100050428,1100 HIDDEN POND LN,,ROSWELL,GA,30075,0.157945038,0.119131117,0.202998847,R1618,181 WESTVIEW PL SW,ATLANTA,GA,30314,,8992.122314,379.745049,136900,,Fulton,R-4,308.927986,524.6275652,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43507615779934,33.75014219043896],[-84.43475063039195,33.75013773759074],[-84.43474614366143,33.750382905737],[-84.43507615779933,33.750391895171944],[-84.43507615779934,33.75014219043896]]]}"
00000000000000000671,,,0.6071869873704095,3.937429869478823E-4,,,,,,LLC,1090f0d8-63e6-4447-a059-fb0a4961395d,0.39190391581632794,2.541382170892229E-4,13200,33000,47000,18800,1,47000,14 01410009049,Residential - Single Family,Mozley Park,Mozley Park,77.4,70527,STRYANT INVESTMENTS LLC,,14 014100090499,27 DOYLE ST SE 2ND FL,,ATLANTA,GA,30317,0.157945038,0.119131117,0.202998847,R1618,247 ALTOONA PL SW,ATLANTA,GA,30314,,6990.26001,369.9024406,80000,,Fulton,R-4,393.7429869478823,254.1382170892229,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43585203223054,33.74831390522575],[-84.4354194698809,33.74830055837953],[-84.43541057664112,33.74844770626097],[-84.43584754558428,33.74845657686845],[-84.43585203223054,33.74831390522575]]]}"
0000000000000000067b,,,0.16937336443950957,1.0833899200395042E-4,,,,,,LLC,937f549a-ed96-4705-b401-4d98deee5e65,0.8301560670237418,5.310059926183782E-4,23280,58200,65700,26280,1,65700,14 01410005035,Residential - Single Family,Mozley Park,Mozley Park,77.4,70216,A R E INVESTMENT PROPERTIES LLC,,14 014100050352,408 CHERRY RD,,FRANKLIN,GA,30217,0.157945038,0.119131117,0.202998847,R1618,1472 MOZLEY PL SW,ATLANTA,GA,30314,,6921.478027,391.9815965,123900,,Fulton,R-4,108.33899200395042,531.0059926183782,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43573161373055,33.750690646539724],[-84.43557554201338,33.75068617244535],[-84.43557554201337,33.75109642342425],[-84.43572272053812,33.75110083730945],[-84.43573161373055,33.750690646539724]]]}"
0000000000000000068c,,,0.33971870982851626,2.4271192171339888E-4,,,,,,LLC,5f88c069-ebbd-4de0-b956-ce24eab4aa9b,0.660084528,4.7159717644897124E-4,20880,52200,37800,15120,1,37800,14 01410005034,Residential - Single Family,Mozley Park,Mozley Park,77.4,70243,RDM HOLDINGS LLC,,14 014100050345,3115 PIEDMONT RD NE STE F201,,ATLANTA,GA,30305,0.157945038,0.119131117,0.202998847,R1618,1478 MOZLEY PL SW,ATLANTA,GA,30314,,7705.268311,402.3817616,90000,,Fulton,R-4,242.71192171339888,471.59717644897125,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43573161373055,33.750690646539724],[-84.43572272053812,33.75110083730945],[-84.43589657819983,33.751100842252086],[-84.43589657819983,33.75069059114346],[-84.43573161373055,33.750690646539724]]]}"
000000000000000006a0,,,0.3835601237671216,3.046391446880266E-4,,,,,,LLC,5d4fd8e9-0ddf-4280-971f-ef43efe0efe8,0.6152003425194097,4.886172846025109E-4,24400,61000,65700,26280,1,65700,14 01410005037,Residential - Single Family,Mozley Park,Mozley Park,77.4,70261,VUONG HOMES LLC,,14 014100050378,7459 ISLAND MILL RD SE,,ATLANTA,GA,30340,0.157945038,0.119131117,0.202998847,R1618,1464 MOZLEY PL SW,ATLANTA,GA,30314,,8452.539551,412.56095,126700,,Fulton,R-4,304.6391446880266,488.6172846025109,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43541498320154,33.75068166618984],[-84.4352232574577,33.75068170636082],[-84.4352232574577,33.75109195719569],[-84.43540608996108,33.751096361332785],[-84.43541498320154,33.75068166618984]]]}"
000000000000000006f6,,,0.44104296150342037,3.002990369933493E-4,,,,,,LLC,846dd5f8-aa6f-495c-8fb9-f4ee88a5c269,0.5592787036793492,3.8080384630397246E-4,46800,117000,65700,26280,1,65700,14 01410005038,Residential - Single Family,Mozley Park,Mozley Park,77.4,70271,EJ CAPITAL PARTNERS LLC,,14 014100050386,1416 AVE L,,ATLANTA,GA,30314,0.157945038,0.119131117,0.202998847,R1618,1458 MOZLEY PL SW,ATLANTA,GA,30314,,7306.044189,397.3578101,182700,,Fulton,R-4,300.2990369933493,380.8038463039725,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4352232574577,33.75068170636082],[-84.43508056438488,33.75067723883658],[-84.4350627778012,33.75067728819817],[-84.4350627778012,33.751091958491706],[-84.43508056438488,33.75109190913868],[-84.4352232574577,33.75109195719569],[-84.4352232574577,33.75068170636082]]]}"
00000000000000000778,,,0.44364960576337636,1.9532173470024976E-4,,,,,,LLC,b48b6149-88c1-4b9e-adfb-58f43f74995b,0.5545158517640959,2.4413184792305916E-4,67040,167600,61800,24720,1,61800,14 01480003023,Residential - Single Family,Mozley Park,Mozley Park,77.4,73393,GOLDEN BRIDGE MANAGEMENT LLC,,14 014800030233,2300 HOLCOMB BRIDGE RD STE 103-220,,DULUTH,GA,30096,0.157945038,0.119131117,0.202998847,R1618,1588 M L KING JR DR SW,ATLANTA,GA,30314,,4746.204834,317.7220412,229400,,Fulton,R-4,195.32173470024975,244.13184792305915,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4395174274158,33.752429633195604],[-84.43936577203785,33.75219775922677],[-84.43933901399595,33.75215321085328],[-84.43926322618228,33.75219782167717],[-84.43924536075315,33.75220670703501],[-84.43939253006754,33.75251436022884],[-84.4395174274158,33.752429633195604]]]}"
00000000000000000890,,,0.1264231956225927,1.5645378021107E-4,,,,,,LLC,617f1e63-1ac5-43bf-aff6-c3e4461318d3,0.8726928263732586,0.001079992,43880,109700,73900,29560,1,73900,14 01410009040,Residential - Single Family,Mozley Park,Mozley Park,77.4,70504,VALU INVESTMENT GROUP LLC,,14 014100090408,P O BOX 3099,,DULUTH,GA,30096,0.157945038,0.119131117,0.202998847,R1618,220 WELLINGTON ST SW,ATLANTA,GA,30314,,13369.555419921899,534.1318478,183600,,Fulton,R-4,156.45378021106998,1079.9924094370806,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4381885668734,33.74915226374902],[-84.43772485659491,33.74914780775193],[-84.43770699069707,33.749147768969756],[-84.43754203132036,33.74914332271939],[-84.43753305828608,33.74914334400829],[-84.43752416536681,33.74933060753733],[-84.43768471840424,33.749330605987396],[-84.43785416387264,33.7493305792905],[-84.43818408040588,33.74933505106954],[-84.4381885668734,33.74915226374902]]]}"
000000000000000008be,,,0.3533981425332988,4.661967021900067E-4,,,,,,LLC,1554d28a-0166-4905-b217-e94b40dbc729,0.6459610451474253,8.521406106784062E-4,38480,96200,80600,32240,1,80600,14 01410010012,Residential - Single Family,Mozley Park,Mozley Park,77.4,70528,DUVALL LIVING TRUST THE,,14 014100100124,6114 LASALLE AVE UNIT 539,,OAKLAND,CA,94611,0.157945038,0.119131117,0.202998847,R1618,211 CHICAMAUGA AVE SW,ATLANTA,GA,30314,,14249.1604,514.8388134,176800,,Fulton,R-4,466.1967021900067,852.1406106784062,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43282875603522,33.749357345251795],[-84.4322445777198,33.749352883611884],[-84.4322445777198,33.74957139768225],[-84.43282426915768,33.74958033197918],[-84.43282426915768,33.74950893883346],[-84.43282875603522,33.749357345251795]]]}"
00000000000000000918,,,0.1120212882248118,1.085058467223364E-4,,,,,,LLC,e18a8857-e735-4c2b-945e-082ca72d672e,0.887585723,8.597315917829668E-4,13960,34900,51200,20480,1,51200,14 01410005054,Residential - Single Family,Mozley Park,Mozley Park,77.4,70249,RNTR 3 LLC,,14 014100050543,3495 PIEDMONT RD STE 300,,ATLANTA,GA,30305,0.157945038,0.119131117,0.202998847,R1618,170 MATHEWSON PL SW,ATLANTA,GA,30314,,10485.88892,506.2986749370509,86100,,Fulton,R-4,108.5058467223364,859.7315917829668,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43607940860423,33.75041418307677],[-84.4354194698809,33.750400802272395],[-84.43541498320154,33.750543470631506],[-84.43607500209373,33.750556855153846],[-84.43607940860423,33.75041418307677]]]}"
00000000000000000b11,,,0.37179080995055547,1.9068915261521066E-4,,,,,,LLC,9390fd0c-d49f-4268-9de2-aa867ec562ae,0.6262106955594768,3.2117950121117537E-4,49960,124900,61500,24600,1,61500,14 01410009052,Residential - Single Family,Mozley Park,Mozley Park,77.4,133240,MESA VERDE ASSETS LLC,,14 014100090523,5001 PLAZA ON THE LK # 200,,ATLANTA,GA,30314,0.157945038,0.119131117,0.202998847,R1618,261 ALTOONA PL SW,ATLANTA,GA,30314,,5504.580811,320.8748849,186400,,Fulton,R-4,190.68915261521067,321.17950121117536,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43579402627739,33.74791259073019],[-84.43570934068748,33.747912604486324],[-84.43543284979764,33.74790364638653],[-84.43542836311931,33.7480418989133],[-84.43579402627739,33.74805087523152],[-84.43579402627739,33.74791259073019]]]}"
00000000000000000b20,,,0.7027520553276695,0.001059753,,,,,,LLC,f8155cd0-5b91-4050-be4d-429b597930f3,0.2963025416036694,4.4682565045567135E-4,45000,112500,81400,32560,1,81400,14 01410010022,Residential - Single Family,Mozley Park,Mozley Park,77.4,70614,CIRSA REAL ESTATE LLC,,14 014100100223,1260 SWEET WOODS DR,,LAWRENCEVILLE,GA,30044,0.157945038,0.119131117,0.202998847,R1618,273 CHICAMAUGA AVE SW,ATLANTA,GA,30314,,16258.372314453101,525.5686128,193900,,Fulton,R-4,1059.753461888486,446.82565045567134,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43279310137399,33.74746668838107],[-84.43255673846505,33.74746225044986],[-84.43252108363848,33.74746225989721],[-84.43226685207853,33.74744885743614],[-84.43226244528161,33.747738657028286],[-84.43278861449373,33.74773872086844],[-84.43279310137399,33.74746668838107]]]}"
00000000000000000b2a,,,0.4562660670616817,2.7923482264549134E-4,,,,,,LLC,887136f7-b9a7-478a-8d28-85288b054f60,0.5431549811927585,3.3241083611390164E-4,51840,129600,63400,25360,1,63400,14 01410009051,Residential - Single Family,Mozley Park,Mozley Park,77.4,133236,PANACEASOLUTIONS LLC,,14 014100090515,829 MAHR AVE F5,,LAWRENCEBURG,TN,38464,0.157945038,0.119131117,0.202998847,R1618,255 ALTOONA PL SW,ATLANTA,GA,30314,,6621.048095703129,364.1401363,193000,,Fulton,R-4,279.23482264549136,332.4108361139016,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43542836311931,33.7480418989133],[-84.4354239565599,33.74818015483968],[-84.43585643875778,33.74818907836655],[-84.43586092540338,33.74805082597401],[-84.43579402627739,33.74805087523152],[-84.43542836311931,33.7480418989133]]]}"
00000000000000000bf6,,,0.093443801,1.257916123778213E-4,,,,,,LLC,7809b67b-e28d-4002-a3a2-a7d2bc965795,0.9061242073827004,0.001219801,25120,62800,80400,32160,1,80400,14 01480002055,Residential - Single Family,Mozley Park,Mozley Park,77.4,73316,ERBA BUILDERS LLC,,14 014800020556,4605 DAVIS FARMS DR,,ATLANTA,GA,30314,0.157945038,0.119131117,0.202998847,R1618,199 RACINE ST SW,ATLANTA,GA,30314,,14460.85938,602.1185977037409,143200,,Fulton,R-4,125.79161237782128,1219.8008159913286,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4421393290566,33.749633848698245],[-84.44134559291604,33.749647208136196],[-84.44134559291604,33.74981217856249],[-84.4421393290566,33.749798819296224],[-84.4421393290566,33.749633848698245]]]}"
00000000000000000bfe,,,0.29433705698730933,2.3943965336738847E-4,,,,,,LLC,6d2f71db-cfb0-4748-8711-e40202cc1b52,0.704553641,5.73145907328292E-4,29480,73700,68000,27200,1,68000,14 01410005020,Residential - Single Family,Mozley Park,Mozley Park,77.4,70131,OUR JOURNEY TRUST,,14 014100050204,3539 CHERRY HILL CT,,DECATUR,GA,30034,0.157945038,0.119131117,0.202998847,R1618,1427 MOZLEY PL SW,ATLANTA,GA,30314,,8749.719727,449.97787940625693,141700,,Fulton,R-4,239.43965336738847,573.1459073,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43412184381151,33.75123913332524],[-84.43395687435061,33.75123910100573],[-84.4339346006336,33.75171625309114],[-84.43409957015714,33.751720705011806],[-84.43412184381151,33.75123913332524]]]}"
00000000000000000c27,,,0.2807922550492117,3.165220491763424E-4,,,,,,LLC,f9a5a586-7e54-4eef-a6c1-c9d8bb40bb41,0.7188120904478422,8.102783169763932E-4,66080,165200,73700,29480,1,73700,14 01410005010,Residential - Single Family,Mozley Park,Mozley Park,77.4,70160,PROPERTY PROBLEM SOLVERS LLC,,14 014100050105,925 B PEACHTREE ST NE STE 635,,ATLANTA,GA,30314,0.157945038,0.119131117,0.202998847,R1618,1434 ADELE AVE SW,ATLANTA,GA,30314,,12197.2373,486.7375448,238900,,Fulton,R-4,316.52204917634236,810.2783169763932,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4344920018653,33.75176080790699],[-84.43426013256988,33.751756319624306],[-84.43424226561653,33.75220672596595],[-84.43423777884713,33.752229046217465],[-84.43446964823093,33.752233449658334],[-84.4344741349826,33.752206709934775],[-84.4344920018653,33.75176080790699]]]}"
00000000000000000c2b,,,0.5211865884895017,3.5776012194063146E-4,,,,,,LLC,b852c152-6e39-43e9-819e-08671832dd38,0.4781089723804099,3.281901876167922E-4,17400,43500,64800,25920,1,64800,14 01410009020,Residential - Single Family,Mozley Park,Mozley Park,77.4,70501,EQUITY TRUST COMPANY CUSTODIAN FBO SCOTT M HOLLIS IRA,,14 014100090200,1088 MEADOW BROOK DR,,ATLANTA,GA,30310,0.157945038,0.119131117,0.202998847,R1618,1499 WESTVIEW DR SW,ATLANTA,GA,30310,,7348.42334,396.8040528,108300,,Fulton,R-4,357.76012194063145,328.1901876167922,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4367705857058,33.74751125004033],[-84.43660562369497,33.74751130732376],[-84.4365966505174,33.74792150895023],[-84.43675720609423,33.747921508478],[-84.4367705857058,33.74751125004033]]]}"
00000000000000000c59,,,0.4256810749067225,2.999770049607052E-4,,,,,,LLC,0537ade0-7d9b-44d2-9f56-a866b9dbe54c,0.5730822660682912,4.0385046906050526E-4,35080,87700,63100,25240,1,63100,14 01410005015,Residential - Single Family,Mozley Park,Mozley Park,77.4,70189,ELEXIS PROPERTIES II LLC,,14 014100050154,1107 RALPH DAVID ABERNATHY BLVD STE 106,,ATLANTA,GA,30310,0.157945038,0.119131117,0.202998847,R1618,111 CHAPPELL RD SW,ATLANTA,GA,30314,,7565.3125,357.1950399,150800,,Fulton,R-4,299.9770049607052,403.85046906050525,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43375176354334,33.7518990791431],[-84.43338608765313,33.75189009493258],[-84.4333816809403,33.75207738375302],[-84.43373838324311,33.752090808450674],[-84.43375176354334,33.7518990791431]]]}"
00000000000000000d51,,,0.38770625952961435,2.3694017615622144E-4,,,,,,LLC,1654aba0-4a68-4ff5-ab98-96646dd49d21,0.6089254042282961,3.7213454515513256E-4,41880,104700,63200,25280,1,63200,14 01480003007,Residential - Single Family,Mozley Park,Mozley Park,77.4,73282,PMRB LLC,,14 014800030076,P O BOX 110179,,ATLANTA,GA,30311,0.157945038,0.119131117,0.202998847,R1618,143 LAUREL AVE SW,ATLANTA,GA,30314,,6574.801757812501,361.6259948,167900,,Fulton,R-4,236.94017615622144,372.13454515513257,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.44073914819042,33.75134162069373],[-84.44074363446241,33.75120345701167],[-84.44031110819601,33.75120789117144],[-84.44031110819601,33.75134608651298],[-84.44073914819042,33.75134162069373]]]}"
00000000000000000e2b,,,0.5639553149902747,8.025117743145004E-4,,,,,,LLC,a819d6d0-14a0-4f01-98e2-75663c494bef,0.4349896703698503,6.189928934050531E-4,72840,182100,80700,32280,1,80700,14 01480002052,Residential - Single Family,Mozley Park,Mozley Park,77.4,73313,SELE PROPERTIES LLC,,14 014800020523,6431 BANBURY CT,,DECATUR,GA,30031,0.157945038,0.119131117,0.202998847,R1618,181 RACINE ST SW,ATLANTA,GA,30314,,15278.545898437502,629.2901383,262800,,Fulton,R-4,802.5117743145005,618.9928934050531,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.44217497803558,33.750311565269214],[-84.44217057198317,33.75014665249234],[-84.4421393290566,33.75014660797991],[-84.44133670057504,33.75015557248066],[-84.44133221434842,33.750320510302906],[-84.44217497803558,33.750311565269214]]]}"
00000000000000000ed0,,,0.2424536165020273,1.698502610090901E-4,,,,,,LLC,a5005521-0ee5-4a21-a370-89aa1f53388f,0.7570652415838898,5.303601189337521E-4,32520,81300,66300,26520,1,66300,14 01410009031,Residential - Single Family,Mozley Park,Mozley Park,77.4,70529,HARVEST HOME INVESTORS LLC,,14 014100090317,P O BOX 422071,,ATLANTA,GA,30342,0.157945038,0.119131117,0.202998847,R1618,256 WELLINGTON ST SW,ATLANTA,GA,30314,,7441.169678,452.0368006,147600,,Fulton,R-4,169.8502610090901,530.3601189337521,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4382153254403,33.748059774754196],[-84.43760444194046,33.748050823538634],[-84.43759995542828,33.74816230330755],[-84.43821083897484,33.74817125461402],[-84.4382153254403,33.748059774754196]]]}"
00000000000000000f0a,,,0.13359964975578967,7.277789334865175E-5,,,,,,LLC,04966337-2914-44b9-a549-e80f5e7ee098,0.8659203173826245,4.7170674939716527E-4,18840,47100,62000,24800,1,62000,14 01480004090,Residential - Single Family,Mozley Park,Mozley Park,77.4,73519,MOMENTUM  HOME BUYERS ATLANTA LLC,,14 014800040901,5 LAKEVIEW DR SE,,ATLANTA,GA,30317,0.157945038,0.119131117,0.202998847,R1618,244 LAUREL AVE SW,ATLANTA,GA,30314,,5767.700195,376.6904877,109100,,Fulton,R-4,72.77789334865176,471.70674939716525,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.44020407768093,33.74851460305352],[-84.4397091391204,33.74851011058606],[-84.43970465276925,33.74861717050109],[-84.44019959136764,33.74862157804982],[-84.44020407768093,33.74851460305352]]]}"
00000000000000000f1a,,,0.48943270167031105,4.412124352233082E-4,,,,,,LLC,3c5f9d67-637a-40c3-be40-78151102e50b,0.5101861563885718,4.5992120205537934E-4,71120,177800,70100,28040,1,70100,14 01410009001,Residential - Single Family,Mozley Park,Mozley Park,77.4,70541,GOLD STAR HOMES LLC,,14 014100090010,357 AUTUMN LANE SW,,ATLANTA,GA,30340,0.157945038,0.119131117,0.202998847,R1618,212 WELLINGTON ST SW,ATLANTA,GA,30314,,9599.761719,391.9752096,247900,,Fulton,R-4,441.2124352233082,459.92120205537935,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43818408040588,33.74933505106954],[-84.43785416387264,33.7493305792905],[-84.43785416387264,33.749598135356905],[-84.43817967405353,33.74960257899866],[-84.43818408040588,33.74933505106954]]]}"
00000000000000000fa9,,,0.015811155,1.2447718723381264E-5,,,,,,LLC,936eba59-e628-41f7-8627-e7ec25dd936b,0.9836962752377457,7.744389823622563E-4,20680,51700,33800,13520,1,33800,14 01480001005,Residential - Single Family,Mozley Park,Mozley Park,77.4,73278,PHYLLIS LIVING TRUST THE,,14 014800010052,3645 MARKETPLACE BLVD STE 130-35,,EAST POINT,GA,30344,0.157945038,0.119131117,0.202998847,R1618,1711 BROWNING ST SW,ATLANTA,GA,30314,,8408.9375,436.4164779,85500,,Fulton,R-4,12.447718723381264,774.4389823622563,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.44319613183073,33.75300492880022],[-84.44319172585507,33.752536691381316],[-84.44302670180127,33.7525366686202],[-84.44303118789819,33.75299598564261],[-84.44309359267518,33.75300040523187],[-84.44319613183073,33.75300492880022]]]}"
00000000000000000fb1,,,0.06475564,5.4681244816265866E-5,,,,,,LLC,b186a77d-7da4-4de5-87dd-352e49045cde,0.9348009168738814,7.893687341692405E-4,35280,88200,34200,13680,1,34200,14 01480001003,Residential - Single Family,Mozley Park,Mozley Park,77.4,73246,BP3 PROPERTIES LLC,,14 014800010037,1025 ROSE CREEK DR STE 620-264,,WOODSTOCK,GA,30189,0.157945038,0.119131117,0.202998847,R1618,1703 BROWNING ST SW,ATLANTA,GA,30314,,9051.673584,440.4012371,122400,,Fulton,R-4,54.68124481626587,789.3687341692405,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4428661633924,33.7525366772693],[-84.44268784027308,33.752532231752156],[-84.44268335414988,33.75298706584523],[-84.4428661633924,33.75299154309584],[-84.4428661633924,33.7525366772693]]]}"
00000000000000001034,,,0.2028053002774862,2.142483824641097E-4,,,,,,LLC,78f90320-81a4-41bc-8805-243a96392808,0.7966408717488944,8.415905202845741E-4,34400,86000,73700,29480,1,73700,14 01410007021,Residential - Single Family,Mozley Park,Mozley Park,77.4,70478,E THREE INVESTMENT LLC,,14 014100070210,P O BOX 70725,,MARIETTA,GA,30007,0.157945038,0.119131117,0.202998847,R1618,145 ROCKMART DR SW,ATLANTA,GA,30314,,11444.76929,578.3907316,159700,,Fulton,R-4,214.2483824641097,841.5905202845742,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43040747487899,33.75096707588166],[-84.42965388391258,33.750953694421526],[-84.42964490967155,33.75096705852605],[-84.42963152843465,33.75098489854162],[-84.42958249058228,33.751087482109824],[-84.43040747487899,33.75109192656916],[-84.43040747487899,33.75096707588166]]]}"
