system:index,AOI,BUILDING,Browning fraction,BrowningSqKm,CLASSDSCRP,CNTASSDVAL,CNVYNAME,CVTTXCD,CVTTXDSCRP,CorpSspct,GLOBALID,GreeningFraction,GreeningSqKm,IMPRASSESS,IMPR_APPR,LANDAPPR,LANDASSESS,LIVUNITS,LNDVALUE,LOWPARCELI,LandUse,NAME,NAME_1,NonHispani,OBJECTID,OWNERNME1,OWNERNME2,PARCELID,PSTLADDRES,PSTLADDR_1,PSTLCITY,PSTLSTATE,PSTLZIP5,Proporti_1,Proporti_2,Proportion,REFERENCE,SITEADDRES,SITECITY,SITESTATE,SITEZIP,STATEDAREA,Shape__Are,Shape__Len,TOT_APPR,UNIT,USEDSCRP,ZONECLASS,browning,greening,layer,path,.geo
000000000000000013a0,,,0.005372031,9.210390515888439E-6,,,,,,LLC,ab493666-5762-4664-8bb3-2b765b44b7ec,0.9939452864695895,0.001704127,55000,137500,29300,11720,1,29300,17 01940005155,Residential - Single Family,Cross Creek,Cross Creek,27.8,51398,RDM HOLDINGS II LLC,,17 019400051557,179 AMHERST LANE NW,,ATLANTA,GA,30327,0.870937899,2.200266465,0.072192513,R1352,179 AMHERST PL NW,ATLANTA,GA,30327,,676623.1929,3898.163787,166800,,Fulton,R-3,9.210390515888438,1704.1273517724367,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42878433768432,33.81949007843391],[-84.42897608447215,33.81918687191881],[-84.429141067939,33.81902632530264],[-84.42912768658721,33.81901739882872],[-84.42896719025558,33.81919131165983],[-84.42878433768432,33.81949007843391]]],[[[-84.42878433768432,33.81949007843391],[-84.42877544343867,33.819499019307706],[-84.42861935321451,33.82052902471334],[-84.42862384041362,33.82052905726148],[-84.42865052321545,33.8205334880394],[-84.42867287906711,33.820537978420205],[-84.42870853623224,33.82054247427628],[-84.42873529912396,33.82054690864836],[-84.42876206200349,33.820551343014074],[-84.4287888248708,33.82055577737342],[-84.42880661335668,33.820555815383116],[-84.42883337620368,33.82056024973192],[-84.42886013903846,33.820560267885675],[-84.42888690186106,33.82056470222182],[-84.42891366467144,33.82056472036286],[-84.42894042746961,33.82056473849749],[-84.42896719025558,33.82056917281469],[-84.42899387290129,33.820569187322555],[-84.42901622862215,33.820569176519705],[-84.42904299137355,33.82056919462985],[-84.42906975411273,33.82057362892288],[-84.42909643671182,33.82057364340633],[-84.42911430523233,33.82057368498129],[-84.429141067939,33.82057361814132],[-84.42915893644594,33.820573659709126],[-84.42918561900447,33.820569173054636],[-84.42920348749783,33.820569214615226],[-84.42919900034308,33.820279326701865],[-84.42866390467607,33.82028381226663],[-84.42871743048804,33.819940488353396],[-84.42876206200349,33.81963727237839],[-84.42878433768432,33.81949007843391]]]]}"
000000000000000013cd,,,0.005372031,9.210390515888439E-6,,,,,,LLC,f66a73c7-e64b-4522-bb41-411bbd73de79,0.9939452864695895,0.001704127,66480,166200,27500,11000,1,27500,17 01940005157,Residential - Single Family,Cross Creek,Cross Creek,27.8,51440,HEARTSPRING HOLDINGS LLC,,17 019400051573,1266 W PACES FERRY RD NW STE 512,,ATLANTA,GA,30327,0.870937899,2.200266465,0.072192513,R1352,171 AMHERST PL NW,ATLANTA,GA,30327,,676623.1929,3898.163787,193700,,Fulton,R-3,9.210390515888438,1704.1273517724367,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42878433768432,33.81949007843391],[-84.42897608447215,33.81918687191881],[-84.429141067939,33.81902632530264],[-84.42912768658721,33.81901739882872],[-84.42896719025558,33.81919131165983],[-84.42878433768432,33.81949007843391]]],[[[-84.42878433768432,33.81949007843391],[-84.42877544343867,33.819499019307706],[-84.42861935321451,33.82052902471334],[-84.42862384041362,33.82052905726148],[-84.42865052321545,33.8205334880394],[-84.42867287906711,33.820537978420205],[-84.42870853623224,33.82054247427628],[-84.42873529912396,33.82054690864836],[-84.42876206200349,33.820551343014074],[-84.4287888248708,33.82055577737342],[-84.42880661335668,33.820555815383116],[-84.42883337620368,33.82056024973192],[-84.42886013903846,33.820560267885675],[-84.42888690186106,33.82056470222182],[-84.42891366467144,33.82056472036286],[-84.42894042746961,33.82056473849749],[-84.42896719025558,33.82056917281469],[-84.42899387290129,33.820569187322555],[-84.42901622862215,33.820569176519705],[-84.42904299137355,33.82056919462985],[-84.42906975411273,33.82057362892288],[-84.42909643671182,33.82057364340633],[-84.42911430523233,33.82057368498129],[-84.429141067939,33.82057361814132],[-84.42915893644594,33.820573659709126],[-84.42918561900447,33.820569173054636],[-84.42920348749783,33.820569214615226],[-84.42919900034308,33.820279326701865],[-84.42866390467607,33.82028381226663],[-84.42871743048804,33.819940488353396],[-84.42876206200349,33.81963727237839],[-84.42878433768432,33.81949007843391]]]]}"
000000000000000016a8,,,0.312191578,9.398977988140258E-5,,,,,,LLC,81f4b142-bdc4-4e2f-8292-89cf2f4a3e28,0.6862157838549343,2.065951646684433E-4,101000,252500,42300,16920,1,42300,17 01840006069,Residential - Single Family,Cross Creek,Cross Creek,27.8,45992,BUGG INVESTMENTS LLC,,17 018400060691,P.O. BOX 2707,,HIGHLANDS,NC,28741,0.870937899,2.200266465,0.072192513,R1352,69 CHAUMONT SQ NW,ATLANTA,GA,30327,,624610.9475,5080.267807,294800,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
00000000000000001703,,,0.005372031,9.210390515888439E-6,,,,,,LLC,bfd9485f-01f6-4258-8170-ef68844dde7e,0.9939452864695895,0.001704127,67640,169100,38000,15200,1,38000,17 01940005028,Residential - Single Family,Cross Creek,Cross Creek,27.8,47580,HEARTSPRING HOLDINGS LLC,,17 019400050286,1266 W PACES FERRY RD NW STE 512,,ATLANTA,GA,30327,0.870937899,2.200266465,0.072192513,R1352,35 GLENALD WAY NW,ATLANTA,GA,30327,,676623.1929,3898.163787,207100,,Fulton,R-3,9.210390515888438,1704.1273517724367,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42878433768432,33.81949007843391],[-84.42897608447215,33.81918687191881],[-84.429141067939,33.81902632530264],[-84.42912768658721,33.81901739882872],[-84.42896719025558,33.81919131165983],[-84.42878433768432,33.81949007843391]]],[[[-84.42878433768432,33.81949007843391],[-84.42877544343867,33.819499019307706],[-84.42861935321451,33.82052902471334],[-84.42862384041362,33.82052905726148],[-84.42865052321545,33.8205334880394],[-84.42867287906711,33.820537978420205],[-84.42870853623224,33.82054247427628],[-84.42873529912396,33.82054690864836],[-84.42876206200349,33.820551343014074],[-84.4287888248708,33.82055577737342],[-84.42880661335668,33.820555815383116],[-84.42883337620368,33.82056024973192],[-84.42886013903846,33.820560267885675],[-84.42888690186106,33.82056470222182],[-84.42891366467144,33.82056472036286],[-84.42894042746961,33.82056473849749],[-84.42896719025558,33.82056917281469],[-84.42899387290129,33.820569187322555],[-84.42901622862215,33.820569176519705],[-84.42904299137355,33.82056919462985],[-84.42906975411273,33.82057362892288],[-84.42909643671182,33.82057364340633],[-84.42911430523233,33.82057368498129],[-84.429141067939,33.82057361814132],[-84.42915893644594,33.820573659709126],[-84.42918561900447,33.820569173054636],[-84.42920348749783,33.820569214615226],[-84.42919900034308,33.820279326701865],[-84.42866390467607,33.82028381226663],[-84.42871743048804,33.819940488353396],[-84.42876206200349,33.81963727237839],[-84.42878433768432,33.81949007843391]]]]}"
00000000000000001c04,,,0.312191578,9.398977988140258E-5,,,,,,LLC,842514ff-7d09-4e30-b438-da887b42b30b,0.6862157838549343,2.065951646684433E-4,69480,173700,34300,13720,1,34300,17 01840006042,Residential - Single Family,Cross Creek,Cross Creek,27.8,45995,RFS INVESTMENT TRUST THE,,17 018400060428,3484 SE CORMORANT PL,,HOBE SOUND,FL,33455,0.870937899,2.200266465,0.072192513,R1352,42 CHAUMONT SQ NW,ATLANTA,GA,30327,,624610.9475,5080.267807,208000,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
00000000000000001efb,,,0.312191578,9.398977988140258E-5,,,,,,LLC,3094393b-5763-4bc3-911e-8c057582bbe9,0.6862157838549343,2.065951646684433E-4,50320,125800,32600,13040,1,32600,17 01840006023,Residential - Single Family,Cross Creek,Cross Creek,27.8,46078,23 CHAUMONT SQUARE LLC,,17 018400060238,1800 PEACHTREE RD NW STE 600,,ATLANTA,GA,30309,0.870937899,2.200266465,0.072192513,R1352,23 CHAUMONT SQ NW,ATLANTA,GA,30327,,624610.9475,5080.267807,158400,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
00000000000000001efc,,,0.312191578,9.398977988140258E-5,,,,,,LLC,64cef988-184f-43f9-90f5-aa93d2df3a3c,0.6862157838549343,2.065951646684433E-4,65560,163900,34100,13640,1,34100,17 01840006158,Residential - Single Family,Cross Creek,Cross Creek,27.8,46037,HEARTSPRING HOLDINGS LLC,,17 018400061582,1266 W PACES FERRY RD NW STE 512,,ATLANTA,GA,30327,0.870937899,2.200266465,0.072192513,R1352,160 ELYSIAN WAY NW,ATLANTA,GA,30327,,624610.9475,5080.267807,198000,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
00000000000000002151,,,0.312191578,9.398977988140258E-5,,,,,,LLC,a2ce9853-b245-4159-bfaf-ae40aac5f02f,0.6862157838549343,2.065951646684433E-4,84960,212400,34300,13720,1,34300,17 01840006020,Residential - Single Family,Cross Creek,Cross Creek,27.8,45968,BLUE MARE LLC,,17 018400060204,2014 WALTHALL DR NW,,ATLANTA,GA,30318,0.870937899,2.200266465,0.072192513,R1352,20 CHAUMONT SQ NW,ATLANTA,GA,30327,,624610.9475,5080.267807,246700,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
00000000000000002182,,,0.312191578,9.398977988140258E-5,,,,,,LLC,762cd1e2-4cac-4320-a081-90b3c66f90f8,0.6862157838549343,2.065951646684433E-4,81640,204100,42300,16920,1,42300,17 01840006168,Residential - Single Family,Cross Creek,Cross Creek,27.8,45909,WENDY ADAMS REVOCABLE TRUST THE,,17 018400061681,170 ELYSIAN WAY,,ATLANTA,GA,30327,0.870937899,2.200266465,0.072192513,R1352,170 ELYSIAN WAY NW,ATLANTA,GA,30327,,624610.9475,5080.267807,246400,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
000000000000000021f9,,,0.005372031,9.210390515888439E-6,,,,,,LLC,9edbfbe6-2691-47d2-ab2d-2e89c00d62f4,0.9939452864695895,0.001704127,80520,201300,38000,15200,1,38000,17 01940005115,Residential - Single Family,Cross Creek,Cross Creek,27.8,44243,ANDREI WINOGRAD REVOCABLE LIVING TRUST,,17 019400051151,4355 MURRAY PARK DR,,ATLANTA,GA,30327,0.870937899,2.200266465,0.072192513,R1352,137 AMHERST PL NW,ATLANTA,GA,30327,,676623.1929,3898.163787,239300,,Fulton,R-3,9.210390515888438,1704.1273517724367,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42878433768432,33.81949007843391],[-84.42897608447215,33.81918687191881],[-84.429141067939,33.81902632530264],[-84.42912768658721,33.81901739882872],[-84.42896719025558,33.81919131165983],[-84.42878433768432,33.81949007843391]]],[[[-84.42878433768432,33.81949007843391],[-84.42877544343867,33.819499019307706],[-84.42861935321451,33.82052902471334],[-84.42862384041362,33.82052905726148],[-84.42865052321545,33.8205334880394],[-84.42867287906711,33.820537978420205],[-84.42870853623224,33.82054247427628],[-84.42873529912396,33.82054690864836],[-84.42876206200349,33.820551343014074],[-84.4287888248708,33.82055577737342],[-84.42880661335668,33.820555815383116],[-84.42883337620368,33.82056024973192],[-84.42886013903846,33.820560267885675],[-84.42888690186106,33.82056470222182],[-84.42891366467144,33.82056472036286],[-84.42894042746961,33.82056473849749],[-84.42896719025558,33.82056917281469],[-84.42899387290129,33.820569187322555],[-84.42901622862215,33.820569176519705],[-84.42904299137355,33.82056919462985],[-84.42906975411273,33.82057362892288],[-84.42909643671182,33.82057364340633],[-84.42911430523233,33.82057368498129],[-84.429141067939,33.82057361814132],[-84.42915893644594,33.820573659709126],[-84.42918561900447,33.820569173054636],[-84.42920348749783,33.820569214615226],[-84.42919900034308,33.820279326701865],[-84.42866390467607,33.82028381226663],[-84.42871743048804,33.819940488353396],[-84.42876206200349,33.81963727237839],[-84.42878433768432,33.81949007843391]]]]}"
00000000000000002242,,,0.005372031,9.210390515888439E-6,,,,,,LLC,04fe853f-b9ae-445b-b03b-748215beff8f,0.9939452864695895,0.001704127,83080,207700,38000,15200,1,38000,17 01940005119,Residential - Single Family,Cross Creek,Cross Creek,27.8,47682,ADVANTA IRA ADMINISTRATION LLC FBO LINDA HOLZMANN IRA #1510195,,17 019400051193,13191 STARKEY RD STE 9,,LARGO,FL,33773,0.870937899,2.200266465,0.072192513,R1352,134 AMHERST PL NW,ATLANTA,GA,30327,,676623.1929,3898.163787,245700,,Fulton,R-3,9.210390515888438,1704.1273517724367,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42878433768432,33.81949007843391],[-84.42897608447215,33.81918687191881],[-84.429141067939,33.81902632530264],[-84.42912768658721,33.81901739882872],[-84.42896719025558,33.81919131165983],[-84.42878433768432,33.81949007843391]]],[[[-84.42878433768432,33.81949007843391],[-84.42877544343867,33.819499019307706],[-84.42861935321451,33.82052902471334],[-84.42862384041362,33.82052905726148],[-84.42865052321545,33.8205334880394],[-84.42867287906711,33.820537978420205],[-84.42870853623224,33.82054247427628],[-84.42873529912396,33.82054690864836],[-84.42876206200349,33.820551343014074],[-84.4287888248708,33.82055577737342],[-84.42880661335668,33.820555815383116],[-84.42883337620368,33.82056024973192],[-84.42886013903846,33.820560267885675],[-84.42888690186106,33.82056470222182],[-84.42891366467144,33.82056472036286],[-84.42894042746961,33.82056473849749],[-84.42896719025558,33.82056917281469],[-84.42899387290129,33.820569187322555],[-84.42901622862215,33.820569176519705],[-84.42904299137355,33.82056919462985],[-84.42906975411273,33.82057362892288],[-84.42909643671182,33.82057364340633],[-84.42911430523233,33.82057368498129],[-84.429141067939,33.82057361814132],[-84.42915893644594,33.820573659709126],[-84.42918561900447,33.820569173054636],[-84.42920348749783,33.820569214615226],[-84.42919900034308,33.820279326701865],[-84.42866390467607,33.82028381226663],[-84.42871743048804,33.819940488353396],[-84.42876206200349,33.81963727237839],[-84.42878433768432,33.81949007843391]]]]}"
000000000000000023e2,,,0.312191578,9.398977988140258E-5,,,,,,LLC,172e63eb-e316-41de-a00e-2c2427b18eda,0.6862157838549343,2.065951646684433E-4,65560,163900,34100,13640,1,34100,17 01840006161,Residential - Single Family,Cross Creek,Cross Creek,27.8,45997,HEARTSPRING HOLDINGS LLC,,17 018400061616,1266 W PACES FERRY RD NW STE 512,,ATLANTA,GA,30327,0.870937899,2.200266465,0.072192513,R1352,163 ELYSIAN WAY NW,ATLANTA,GA,30327,,624610.9475,5080.267807,198000,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
00000000000000002443,,,0.312191578,9.398977988140258E-5,,,,,,LLC,e936cbfe-4025-4d18-ad3c-ed25eed4b48e,0.6862157838549343,2.065951646684433E-4,81640,204100,42300,16920,1,42300,17 01840006033,Residential - Single Family,Cross Creek,Cross Creek,27.8,45960,FRANK B & GAIL I RAYMOND REVOCABLE TRUST THE,,17 018400060337,133 DIBBLE LANE,,COLUMBIA,SC,29223,0.870937899,2.200266465,0.072192513,R1352,33 CHAUMONT SQ NW,ATLANTA,GA,30327,,624610.9475,5080.267807,246400,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
000000000000000027b1,,,0.312191578,9.398977988140258E-5,,,,,,LLC,45981b33-2f1a-47c8-9fa4-ed55ec755413,0.6862157838549343,2.065951646684433E-4,62640,156600,27700,11080,1,27700,17 01840006019,Residential - Single Family,Cross Creek,Cross Creek,27.8,45977,KENT AND DAVIDS CONDO LLC,,17 018400060196,22 CHARING CROSS RD,,CHARLESTON,SC,29407,0.870937899,2.200266465,0.072192513,R1352,19 CHAUMONT SQ NW,ATLANTA,GA,30327,,624610.9475,5080.267807,184300,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
00000000000000002a9f,,,0.312191578,9.398977988140258E-5,,,,,,LLC,3cb2eb7d-b5a6-4f69-be5a-37b0bed1e0b3,0.6862157838549343,2.065951646684433E-4,77040,192600,40400,16160,1,40400,17 01840006119,Residential - Single Family,Cross Creek,Cross Creek,27.8,45980,CC ELYSIAN 119 LLC,,17 018400061194,3 BOHLER PT NW,,ATLANTA,GA,30327,0.870937899,2.200266465,0.072192513,R1352,119 ELYSIAN WAY NW,ATLANTA,GA,30327,,624610.9475,5080.267807,233000,,Fulton,R-3,93.98977988140258,206.59516466844332,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""MultiPolygon"",""coordinates"":[[[[-84.42480679270132,33.82319561960704],[-84.42478002801816,33.82320901837721],[-84.42391056984756,33.82369060490552],[-84.42391497727168,33.823699466070124],[-84.42480679270132,33.82320895265963],[-84.42480679270132,33.82319561960704]]],[[[-84.42704977402325,33.82108200053336],[-84.4270452867038,33.82108196791932],[-84.42703190487411,33.821750833815614],[-84.42688478467703,33.821831159242286],[-84.42609100234914,33.822388541497],[-84.42605534359366,33.82240638004391],[-84.426068725646,33.822419722667675],[-84.42689367920921,33.821840053111224],[-84.42703639219458,33.8217597836045],[-84.42704977402325,33.82108200053336]]]]}"
00000000000000000144,,,0.25985820890415323,3.9265413221342883E-4,,,,,,LLC,fb9bf0bd-e5a6-4c0e-9429-ccc3c108e438,0.738936027,0.001116556,0,0,21900,8760,0,21900,17 02600002073,Residential - Single Family,Collier Heights,Collier Heights,95.3,48910,BELLWOOD INVESTMENTS II LLC,,17 026000020734,736 JEFFERSON ST NW,,DECATUR,GA,30031,0.105628644,0.088002637,0.120765832,R143,1015 CALLAHAN ST NW,ATLANTA,GA,30318,,16196.33105,539.8989617,21900,,Fulton,R-4,392.65413221342885,1116.5561614326402,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.48932109615897,33.78320194695253],[-84.48910257150257,33.78296559700731],[-84.48883505778791,33.783349102948634],[-84.48888852861045,33.78340705533645],[-84.48905350339953,33.78358544889846],[-84.48932109615897,33.78320194695253]]]}"
